title,topicDistribution,dominant_topic
國際,"[0.00047906943439914815,0.2753321914351447,0.0005040315983615403,0.0005240826817702916,0.7231606248503243]",4
國際,"[0.5867271248304412,0.15405555323389897,0.25301203231233793,0.0031809641807161596,0.0030243254426057897]",0
國際,"[0.0669191921111904,0.3991124599196809,0.08525046427301405,0.44831214725180163,0.0004057364443129535]",3
政治與政策,"[0.000792536178817948,0.9966751666905913,0.0008358243054254101,0.0008702114477114606,0.0008262613774539195]",1
政治與政策,"[0.19695361666926298,0.6663311319229128,0.1349664371860396,0.000897812672831437,0.0008510015489533298]",1
政治與政策,"[0.00032838133342638404,0.8534112421514569,0.14556070187744088,0.000359275747379347,0.00034039889029649907]",1
政治與政策,"[0.18572158268597083,0.24918822210536065,0.0790261921259205,0.30854150928045543,0.1775224938022926]",3
國際,"[0.1494718280183562,0.6604455034580605,0.0004228571239090992,0.18924401285141557,0.0004157985482585349]",1
國際,"[0.0006206279954780912,0.9973986687341793,0.0006532506773170242,0.0006806580012809251,0.0006467945917447211]",1
政治與政策,"[0.6999948334219942,0.0003171872096263834,0.2991385711829615,0.00028244153438829954,0.0002669666510295587]",0
健康,"[0.0002720719566192758,0.00033170670319976727,0.00028563008274135667,0.998827750983288,0.00028284027415153917]",3
政治與政策,"[0.8074256898433496,0.000450065485684354,0.0003830388967894271,0.0004009332060442027,0.19134027256813235]",0
健康,"[0.000351711823045831,0.00043544959934520056,0.00036924261702214967,0.5730678590147907,0.42577573694579607]",3
國際,"[0.00011654854671315998,0.9995118579560139,0.00012301083070760663,0.0001276986360130173,0.00012088403055247487]",1
政治與政策,"[0.4462147618094028,0.1273846891902884,0.4253568120694687,0.0005369330528986461,0.0005068038779416038]",0
政治與政策,"[0.10121249118887699,0.036934974144355856,0.8613170304407064,0.0002753663034252911,0.00026013792263547683]",2
國際,"[0.0008764686440674576,0.9963351252425422,0.0009179274573157446,0.0009620321764710517,0.0009084464796033415]",1
生活,"[0.08138207762365435,0.30370458813505263,0.06135621663865592,0.22783317187250957,0.32572394573012753]",4
健康,"[0.049760284981201705,0.08704950729385952,0.00038414711108009715,0.8624273225950151,0.00037873801884360066]",3
國際,"[0.18985383068874132,0.40430026028086063,0.27795434963016297,0.1275487088649833,0.00034285053525180003]",1
生活,"[0.5966123307567526,0.0004400008323663868,0.40218912011639757,0.0003893057810176123,0.00036924251346575086]",0
健康,"[0.00017553480508553627,0.00021413921579902296,0.00018518420522142703,0.5322967651631777,0.46712837661071643]",3
政治與政策,"[0.1285998005588295,0.6563846184330744,0.0010892309605881893,0.0011383647097066509,0.21278798533780133]",1
政治與政策,"[0.3429749269824177,0.33031468679210485,0.3250702449530638,0.000841718942325916,0.000798422330087618]",0
生活,"[0.04135681981611597,0.0006546234009186019,0.9568560622817548,0.0005816659231112713,0.0005508285780993316]",2
國際,"[0.31961116756529956,0.3307325150765795,0.06566813560729375,0.28374374742937597,0.0002444343214513619]",1
健康,"[0.0005331102536369165,0.0006538723340118409,0.0005593021716691344,0.46983648161022074,0.5284172336304614]",4
國際,"[0.0006151723842242722,0.9974284741033128,0.0006463447622776387,0.0006714942681149207,0.000638514482070423]",1
國際,"[0.09131776557709155,0.4955586438207799,0.4099463028950372,0.0016317402339309519,0.0015455474731603204]",1
政治與政策,"[0.9985072468906745,0.00041533392524136415,0.0003565429880169775,0.0003702495766733606,0.00035062661939381194]",0
政治與政策,"[0.000982203356589859,0.40314408212362385,0.0010307206811625699,0.0010736071590616144,0.5937693866795619]",4
國際,"[0.0005571062609071327,0.9976662474394808,0.0005859568093087539,0.0006110829824366341,0.0005796065078666253]",1
政治與政策,"[0.8932824677548818,0.0019928293863648674,0.10126882167248387,0.0017764288288885817,0.0016794523573809004]",0
政治與政策,"[0.0003575473924989758,0.9749187609101407,0.0239648594269654,0.0003895872431720646,0.0003692450272228219]",1
國際,"[0.0005830008756642871,0.9975580053369874,0.0006143135803455179,0.0006396089508920713,0.0006050712561108001]",1
國際,"[0.0008167104102634088,0.9965782560172227,0.0008602705462425023,0.0008975187501706926,0.0008472442761006134]",1
政治與政策,"[0.0005131122147492058,0.8427152838179672,0.017700429560406794,0.0005639592262293094,0.13850721518064724]",1
健康,"[0.2737442583496432,0.18327560692813102,0.00022294581648617766,0.5425378601512307,0.00021932875450877872]",3
國際,"[0.002221518361647558,0.5588908053807834,0.4341433326972882,0.00244117712814083,0.0023031664321401008]",1
政治與政策,"[0.9981159889157679,0.0005257757251071585,0.0004488590795269306,0.0004673071570252657,0.0004420691225727955]",0
政治與政策,"[0.6083604925442999,0.0010020969721927845,0.38891156151460254,0.0008875912407033332,0.0008382577282013799]",0
國際,"[0.0010109293023715686,0.837932666754799,0.1588998981715382,0.0011068929443973736,0.001049612826893659]",1
政治與政策,"[0.9986471726674763,0.0003754754422098239,0.00032367729127439216,0.0003357061581791922,0.00031796844086032905]",0
國際,"[0.0009847787288025979,0.9958746580342883,0.001037842482228138,0.0010795614107054598,0.0010231593439753522]",1
國際,"[0.00040567957481280975,0.9983007862614338,0.00042748201421535244,0.00044465317219207845,0.0004213989773461668]",1
政治與政策,"[0.0023506887537348793,0.9901536402110951,0.002482913971520161,0.0025754247384235343,0.002437332325226378]",1
科學研究,"[0.001316197569973716,0.0016231980482686035,0.0013849836846545455,0.9010227164167712,0.0946529042803319]",3
政治與政策,"[0.9982640747278798,0.0004827557723652715,0.00041502286355225214,0.0004304532260461985,0.00040769341015651795]",0
國際,"[0.0009038042507187604,0.9962127221630417,0.0009545308328136429,0.0009901397414384745,0.0009388030119873563]",1
政治與政策,"[0.17884107897298596,0.624480873916995,0.19535315697574107,0.0006807961346754233,0.000644093999602515]",1
生活,"[0.0006741193736187764,0.671855698537672,0.18996305289283918,0.05585772466292581,0.08164940453294439]",1
政治與政策,"[0.9974802266850568,0.0006982704316523314,0.00059958544450801,0.0006287717537523214,0.000593145685030602]",0
生活,"[0.001094183376587789,0.9954098554568848,0.001155405969409859,0.0011998567701300973,0.0011406984269874995]",1
國際,"[0.003948355355636614,0.9834455805571491,0.004181699821706824,0.004324847862584619,0.004099516402922891]",1
生活,"[0.0030046501227979374,0.8360201070643456,0.003165266158321431,0.15467266080667558,0.0031373158478594644]",1
國際,"[0.00045941131542479827,0.998079043794035,0.00048140193787156346,0.0005045322684162952,0.0004756106842522857]",1
政治與政策,"[0.05816966579350745,0.9387496478708375,0.0010186970437127299,0.001057339858650872,0.0010046494332913534]",1
國際,"[0.00025078939344703115,0.9631954322537046,0.03601748162208783,0.000275216776728238,0.000261079954032167]",1
生活,"[0.3001930574766276,0.1314706873261897,0.27666755147572586,0.00198171836744466,0.2896869853540121]",0
國際,"[0.0013514447457373293,0.9943530922494265,0.0014187241952799865,0.0014771248823709103,0.0013996139271852473]",1
國際,"[0.15779494846382414,0.7297173042966988,0.0002768256860367674,0.00028803597005803316,0.11192288558338216]",1
健康,"[0.00024392567377039942,0.00029991140143758417,0.0002564413174903928,0.48270086945588575,0.5164988521514159]",4
國際,"[0.5985687805593679,0.3951809290416823,0.002061894650461642,0.0021528366104219166,0.0020355591380662283]",0
政治與政策,"[0.12332986737319704,0.7412306968362016,0.13409964706521232,0.000687311319376871,0.0006524774060123018]",1
生活,"[0.062066936814405956,0.6521292734951488,0.04430804525295435,0.24110240470669117,0.000393339730799731]",1
政治與政策,"[0.9986743821134016,0.00036962834630885973,0.0003157792881829339,0.0003287957696268187,0.00031141448247967593]",0
國際,"[0.00041388243408942225,0.9982652130204547,0.00043493341678355844,0.0004549811290316533,0.0004309899996406552]",1
政治與政策,"[0.88059861488285,0.0002761793918452652,0.11864891933496303,0.0002447636105260797,0.0002315227798155492]",0
生活,"[0.0009854122531992963,0.8550891406191816,0.1418234698476508,0.0010799183787426104,0.001022058901225758]",1
國際,"[0.0699488801476044,0.9292050519513795,0.00028008196865881164,0.0002909606601994147,0.0002750252721577943]",1
政治與政策,"[0.0005587587685090087,0.9976594789271732,0.0005888786847732409,0.0006114786155427215,0.0005814050040016993]",1
國際,"[0.0003794328243017191,0.9984085042432128,0.00039932388418847703,0.000417650120729716,0.0003950889275673245]",1
政治與政策,"[0.4876002903306613,0.12663722307807215,0.28978473228605167,0.0004873657701208808,0.0954903885350939]",0
生活,"[0.13088191951805755,0.0004104350564028078,0.19349936077030344,0.04119650852223865,0.6340117761329975]",4
國際,"[0.0035210964157916303,0.77136136931254,0.2175395905089043,0.00388247464348044,0.003695469119283693]",1
政治與政策,"[0.9991229713713903,0.00024364495538885464,0.00020986623559930738,0.00021749742484711464,0.00020602001277443186]",0
健康,"[0.3202739029121985,0.00033001416085799186,0.09487406258138782,0.5842429682262302,0.00027905211932550825]",3
國際,"[0.0007340259138487864,0.9969203007471318,0.0007731500567728608,0.0008072067526941443,0.0007653165295523896]",1
健康,"[0.10785984439959637,0.1694308193511033,0.0006536915250121379,0.7214099983743318,0.0006456463499562949]",3
政治與政策,"[0.9978848043237111,0.0005878684940284048,0.0005042082047832966,0.0005262920963944958,0.0004968268810826849]",0
生活,"[0.16643224580101207,0.1686095715835247,0.5375242454706622,0.0005364594440328743,0.12689747770076834]",2
生活,"[0.03347973439617106,0.8601020320429348,0.035272299173403264,0.03649165926390624,0.03465427512358465]",1
科技資安,"[0.0020523706949294672,0.9584261991175038,0.03513715079618219,0.0022540053854972217,0.002130274005887329]",1
政治與政策,"[0.0005595005098445836,0.7266684041261396,0.2715830466620105,0.0006101090078266671,0.0005789396941784525]",1
環境能源,"[0.00115579314802712,0.653364298899221,0.0012171897624212264,0.0012709646378924867,0.34299175355243816]",1
國際,"[0.07801965992126936,0.9204348892622727,0.000510777616484633,0.0005326348832275768,0.000502038316745573]",1
政治與政策,"[0.0007660512105218245,0.9729102781372728,0.024691466432024856,0.0008384504254569926,0.0007937537947234483]",1
健康,"[0.0001771889298798325,0.00021912024844534422,0.00018632349956844546,0.999233583419473,0.0001837839026334328]",3
生活,"[0.0009945530432129582,0.9346121974774282,0.06227221936172662,0.0010890420470722035,0.0010319880705600122]",1
國際,"[0.0008151682425910091,0.9965837656340102,0.0008573628817991752,0.0008950075077936647,0.0008486957338060536]",1
政治與政策,"[0.25941303742830163,0.307864434219186,0.29697641073905817,0.000565774064381658,0.1351803435490726]",1
生活,"[0.0004904939569461659,0.5951195894942989,0.40334382574881467,0.0005366505485979392,0.0005094402513423667]",1
政治與政策,"[0.0007194321975953963,0.6158889231379983,0.38185867291191933,0.0007880549256011359,0.0007449168268859615]",1
環境能源,"[0.0003435806394435432,0.5672804493873004,0.0003613494364388368,0.0003760354966624802,0.43163858504015484]",1
生活,"[0.00037670952610780405,0.0004653612373965928,0.9049524061517853,0.0004134913764379293,0.09379203170827233]",2
國際,"[0.0003051776045174685,0.10592423379061086,0.00032150000504870777,0.8931316166308453,0.0003174719689775757]",3
政治與政策,"[0.030683239577340045,0.7384782019959274,0.06163325649648898,0.0005404631045905692,0.16866483882565284]",1
生活,"[0.0011955127184309741,0.99499885387861,0.001256180419335697,0.0013074400096526003,0.0012420129739709174]",1
健康,"[0.000832807996239933,0.29906689100619355,0.0008763132352487681,0.698361584171887,0.0008624035904308572]",3
環境能源,"[0.06948427292773007,0.6523153454357375,0.0003509844550160144,0.00036794791352510276,0.2774814492679913]",1
健康,"[0.000574085417064163,0.0007020745333817935,0.0006033860940434654,0.9858043488016748,0.012316105153835634]",3
生活,"[0.06332826377358564,0.5308654285320185,0.0002651043109167513,0.12137504340219164,0.28416615998128747]",1
科學研究,"[0.11682079097977838,0.879820835264985,0.001108946150674911,0.0011540826556508063,0.0010953449489110277]",1
生活,"[0.0007544747550391881,0.2801067332993898,0.33896392166025324,0.09959533562208042,0.2805795346632374]",2
健康,"[0.00021027051875365928,0.00025619701457477395,0.00022052984517979935,0.9990949992340807,0.00021800338741104563]",3
政治與政策,"[0.0005488070054942572,0.224368476013872,0.7739114583457914,0.0006019529998731625,0.0005693056349691574]",2
國際,"[0.0008090912701836182,0.9966108570345582,0.0008519800178893186,0.0008875921017267541,0.0008404795756420551]",1
健康,"[0.00017009420184872754,0.00020885889082445047,0.00017919926495136958,0.8386608236900852,0.16078102395229024]",3
生活,"[0.0004569517557680272,0.6966504919172207,0.0004814112616982041,0.0005015170371178847,0.3019096280281951]",1
健康,"[0.00042354094101062275,0.000517485670829011,0.00044448076786084313,0.9981734916154031,0.0004410010048963735]",3
科技資安,"[0.0004263722109350835,0.9982116428174878,0.0004493636663860956,0.00046982638966344556,0.00044279491552768376]",1
科學研究,"[0.0008344974532923351,0.0010376456522563293,0.0008830085262443512,0.9963770582026034,0.0008677901656034854]",3
國際,"[0.0008034270921670533,0.9966361758654968,0.0008452109838995602,0.0008812780770968456,0.0008339079813397517]",1
健康,"[0.00018987323189472143,0.00023479465298292674,0.00020002196478110463,0.9991781870623848,0.00019712308795655982]",3
政治與政策,"[0.0006691663287234363,0.9972027090091276,0.0007015319231643051,0.0007353276023610144,0.0006912651366237118]",1
國際,"[0.0014205358404672083,0.9940484202781331,0.001494377250233745,0.0015599548904530161,0.001476711740712907]",1
健康,"[0.09973600621277555,0.003771139880591042,0.003229097551803176,0.8900831664056754,0.003180589949154847]",3
健康,"[0.00014720326372252447,0.00017998601853002287,0.00015480230197570312,0.9993645192155614,0.00015348920021038232]",3
生活,"[0.046035130119713,0.5737237777168541,0.0005152643839003685,0.0005385325565025286,0.37918729522302996]",1
政治與政策,"[0.0041740830747731585,0.982555875448729,0.004402417088373856,0.004553951254018742,0.004313673134105326]",1
國際,"[0.00035301825873248214,0.8285121301978671,0.17038173801235215,0.0003864509172268015,0.00036666261382143906]",1
科技資安,"[0.060565937402327526,0.4176958550003689,0.5206667412166427,0.000550664699880749,0.0005208016807799698]",2
健康,"[0.0002250042658183835,0.00027535180631892695,0.0002363530584532217,0.9990292075721252,0.0002340832972842123]",3
國際,"[0.1467745843503524,0.8516018548144911,0.0005357381731854484,0.0005604017371860433,0.0005274209247848815]",1
生活,"[0.9308940971946643,0.0676127119833353,0.0004932038770488965,0.0005148058443216945,0.000485181100629702]",0
政治與政策,"[0.0003599197668651519,0.4832451484282299,0.5156282777396949,0.000393775603717252,0.00037287846149297013]",2
環境能源,"[0.0006112480453748118,0.5204183051483352,0.000643481167578629,0.0006687277088818921,0.4776582379298294]",1
政治與政策,"[0.9987477229306899,0.0003492450933828095,0.00029881837797774124,0.00031052129374424113,0.0002936923042053208]",0
政治與政策,"[0.09933948013597176,0.8944078621459969,0.002063093431454274,0.002147543024723489,0.002042021261853532]",1
科技資安,"[0.0005130132402286112,0.9435585592594578,0.05483641441863298,0.0005616582843778675,0.0005303547973026829]",1
國際,"[0.0021973665530890894,0.9907960112420178,0.002306320744222221,0.0024252144749273515,0.002275086985743458]",1
政治與政策,"[0.0007575187872878415,0.897894683637116,0.09973379547897111,0.0008284580409047255,0.0007855440557202622]",1
政治與政策,"[0.00063005222417265,0.810625027703003,0.18740705724754986,0.0006871093667217517,0.0006507534585529184]",1
國際,"[0.0005620711280501633,0.997647961529718,0.0005917209293685738,0.000615547410979851,0.0005826990018835604]",1
健康,"[0.000175098477738681,0.00021461757822113808,0.00018461805581336887,0.9574810919582895,0.041944573929937286]",3
政治與政策,"[0.1366873606555069,0.6896139500379004,0.0022296115606566165,0.002310842005927078,0.16915823574000907]",1
政治與政策,"[0.7192957866376637,0.20219018751418769,0.07779613280736407,0.00036943760444604163,0.0003484554363385578]",0
健康,"[0.00029851112825651674,0.0003666368089426942,0.00031415055683098813,0.6291698618222492,0.3698508396837206]",3
國際,"[0.0008605424597413887,0.9963984855773463,0.0009048661745276738,0.0009419536476715258,0.0008941521407130816]",1
政治與政策,"[0.06113388644675309,0.8137540918096535,0.12434617900771866,0.00039378404191886464,0.0003720586939558464]",1
健康,"[0.00019210122365943607,0.00023531121093036075,0.00020148916561195507,0.9991720265300121,0.0001990718697860668]",3
生活,"[0.00035302599708712313,0.3943684807491219,0.32252058740802086,0.17577744080191385,0.1069804650438563]",1
生活,"[0.1133272347880916,0.5357788364914435,0.34777651880165994,0.0016035628798516904,0.0015138470389531686]",1
健康,"[0.00026017114907968313,0.08020686856468862,0.0002740763510342937,0.8402845151236961,0.07897436881150129]",3
國際,"[0.001078238101558217,0.9954787053351988,0.0011371161944946763,0.0011843826403626018,0.0011215577283856075]",1
國際,"[0.000891850387400046,0.8868687470813605,0.11033386318383727,0.000980191042712778,0.0009253483046894016]",1
健康,"[0.0005123323796242382,0.2928854679898883,0.000538720109215436,0.7055311259829581,0.000532353538314003]",3
政治與政策,"[0.001763144596620065,0.9926091555983008,0.0018568590345730278,0.001934641632083358,0.0018361991384228723]",1
科技資安,"[0.06737051729262414,0.4651109303337855,0.4667719717019761,0.000383829947401922,0.00036275072421236234]",2
國際,"[0.00018499534876052122,0.6615501212126519,0.2313310315075139,0.10674152853537394,0.00019232339569971927]",1
科技資安,"[0.000369520921518125,0.9455296945060692,0.053313626551766656,0.0004044502346337646,0.0003827077860122157]",1
生活,"[0.0003324825633500404,0.2785096386784316,0.7204490229372621,0.00036436279051478646,0.0003444930304415914]",2
政治與政策,"[0.0003535632254009859,0.9159835945273543,0.00037271144641792884,0.00038733871105873596,0.08290279208976789]",1
國際,"[0.00040334427462723895,0.8141377475300333,0.184598474852274,0.00044127986725015666,0.00041915347581516387]",1
生活,"[0.0004347990357264219,0.0005338544469485715,0.9578562140706012,0.00047625937627066467,0.04069887307045321]",2
健康,"[0.0003671896170408808,0.5760920347471912,0.00038542066693486615,0.42277460924615906,0.000380745722674014]",1
健康,"[0.23818962313371325,0.0019691822157482854,0.0016772461205795508,0.7565118615502451,0.0016520869797137891]",3
國際,"[0.0002363220049311435,0.9990090180266639,0.0002493003292221309,0.0002600688149123091,0.00024529082427059536]",1
政治與政策,"[0.0006424163647720298,0.9517883745084069,0.04619378135841713,0.0007060462356370855,0.0006693815327667062]",1
國際,"[0.0016405460166791898,0.39529865934163394,0.4440160761510144,0.15734220746642757,0.0017025110242449974]",2
國際,"[0.0005247142681421939,0.9978036351633219,0.0005521123272600592,0.0005753929881313532,0.0005441452531443795]",1
政治與政策,"[0.0006138439509431785,0.6797408047264696,0.267590745546572,0.0006728155191938883,0.051381790256821325]",1
科技資安,"[0.0007861869782454839,0.7921360986468775,0.20540208191732492,0.0008610509921753608,0.0008145814653768106]",1
國際,"[0.0004744392158714726,0.9980149301273259,0.0004995866122263804,0.0005196127030818447,0.0004914313414943901]",1
政治與政策,"[0.0005037198753099684,0.9575035239204444,0.0005289225085671322,0.0005497605519045527,0.040914073143773814]",1
健康,"[0.00032232957238192435,0.0003942240630241806,0.000338843350388807,0.9424627136555425,0.05648188935866269]",3
政治與政策,"[0.0007104867010622973,0.31543022365027396,0.682342942675421,0.0007790271278459531,0.0007373198453968897]",2
政治與政策,"[0.00034357072113776877,0.5985978545893721,0.40032459062914955,0.0003768122240781821,0.00035717183626248286]",1
環境能源,"[0.03931468663079849,0.7187886710934195,0.0009853302887365216,0.0010312340294064862,0.2398800779576389]",1
生活,"[0.000488834601184032,0.44168763189861215,0.4766952236781376,0.08062141133153952,0.0005068984905265626]",2
政治與政策,"[0.0004594705691236374,0.9980837291624506,0.0004810520236085941,0.000502323470563206,0.0004734247742540228]",1
國際,"[0.00036335038377432566,0.5613397306530128,0.4375220624988902,0.0003987127096610368,0.00037614375466172445]",1
生活,"[0.00043331047298362363,0.9134172725508378,0.08522515391635802,0.00047527137275679433,0.00044899168706376795]",1
政治與政策,"[0.00021668894941912165,0.9347916105413705,0.00022790705880299208,0.00023716465936568694,0.06452662879104157]",1
國際,"[0.0013276732028444744,0.9944340484398239,0.0014019598571922052,0.0014577823515863986,0.001378536148553042]",1
政治與政策,"[0.0002727647420198153,0.9473433709094284,0.00028706146630425077,0.00029927576985862216,0.05179752711238864]",1
生活,"[0.000735736011516104,0.6684485944086886,0.0007744191305265529,0.3292753452264187,0.0007659052228498598]",1
科技資安,"[0.018361568114489465,0.24193967726035978,0.0006661853950123592,0.6561744344522583,0.08285813477788015]",3
國際,"[0.000547829067471934,0.9304565706389425,0.0005767266055748565,0.000599543075033973,0.0678193306129768]",1
科技資安,"[0.00045635555841229826,0.9243984103835186,0.0741710256612597,0.000500720512823989,0.00047348788398555574]",1
健康,"[0.2129370386924598,0.24834692539735095,0.001302156533335537,0.5361309873580418,0.0012828920188119046]",3
政治與政策,"[0.0008019672589468381,0.9419813965006116,0.05549685136339216,0.0008830708753070767,0.0008367140017422699]",1
政治與政策,"[0.0009827223235995782,0.9757906413727646,0.021126009448274086,0.0010758282705487278,0.0010247985848129864]",1
健康,"[0.00039676122579598833,0.10244204670448354,0.000416811078254785,0.4901612877269034,0.4065830932645623]",3
政治與政策,"[0.0006801658180888304,0.9353782886957984,0.06248944366986962,0.0007457038828692164,0.0007063979333739481]",1
國際,"[0.0004494876744661933,0.8848433694506609,0.0004729496999864268,0.0004942895874395637,0.11373990358744698]",1
國際,"[0.0003797165757878217,0.512803650207522,0.48600712407810004,0.00041542623607302185,0.0003940829025171931]",1
國際,"[0.0013735710274668971,0.9942596414771152,0.0014447123935162915,0.001500625002462679,0.001421450099438971]",1
政治與政策,"[0.12705887193744164,0.869550052844479,0.001120577144412938,0.0011662030145597152,0.0011042950591067914]",1
國際,"[0.00046047560780996757,0.9188482463606811,0.07970941417865861,0.0005033293136634498,0.00047853453918702345]",1
國際,"[0.0009801880228794948,0.9551987009225068,0.04172574537320435,0.0010744701479195745,0.0010208955334896869]",1
政治與政策,"[0.0011107072310839918,0.8721958652585861,0.12432939951377162,0.001213937415674836,0.001150090580883558]",1
生活,"[0.956329777246996,0.0007285390031949768,0.0006233149458897231,0.0006505778166580479,0.04166779098726138]",0
國際,"[0.0007984136108956068,0.9966582836279546,0.0008411818321624683,0.000874292731422031,0.0008278281975652873]",1
政治與政策,"[0.000394707506228543,0.8969952259691086,0.10176677482843714,0.0004328944256584189,0.00041039727056734816]",1
政治與政策,"[0.0005392125835292768,0.9977448060596363,0.00056720153622286,0.000590110781630096,0.0005586690389814872]",1
國際,"[0.0012988958459594097,0.4858832884787809,0.5100555349725275,0.00141704931697307,0.0013452313857590398]",2
國際,"[0.0005352459940422412,0.9977602514571363,0.0005637548586649056,0.000585442689405653,0.0005553050007507967]",1
國際,"[0.0003718929377111371,0.9984452151738138,0.00039053956606532186,0.0004069385767036966,0.0003854137457059514]",1
國際,"[0.000560753982284505,0.944373161111143,0.0005941471202186688,0.05388792385452088,0.0005840139318331463]",1
健康,"[0.0009207646332529974,0.3760063602085939,0.0009682905736946378,0.1849442154231083,0.4371603691613501]",4
國際,"[0.0005152670787539367,0.9978518228497221,0.0005399736263395053,0.0005619067813646388,0.0005310296638197905]",1
科技資安,"[0.0005666951580077195,0.9437984302327178,0.000593856602951408,0.0006218612417334803,0.05441915676458962]",1
政治與政策,"[0.006005396354314381,0.9748133121873309,0.0063539626309307715,0.006567414322962195,0.006259914504461721]",1
健康,"[0.0006182997184716421,0.0007615416591450524,0.0006494270382135254,0.9973295761410824,0.000641155443087424]",3
政治與政策,"[0.0005415353140690056,0.8027997864384419,0.042935807796096376,0.0005959085691027649,0.15312696188228994]",1
健康,"[0.000699953072420145,0.0008587861220131066,0.000736729964860645,0.2596785727746688,0.7380259580660373]",4
政治與政策,"[0.09360262215711253,0.48032161354146835,0.4197612803960072,0.0032493189273645256,0.0030651649780475973]",1
國際,"[0.14208634453514563,0.16676493082695745,0.0016705561719181294,0.687829940516934,0.0016482279490447362]",3
國際,"[0.0012524233810160383,0.5601140272732322,0.0013154396665728243,0.0013681321353697603,0.43594997754380926]",1
國際,"[0.0007619201176955712,0.7949340242185374,0.0007988054207785163,0.2027167327998627,0.0007885174431259144]",1
健康,"[0.0003874756469009079,0.00047566415831964406,0.00040712878619654654,0.051485995621575124,0.9472437357870077]",4
科技資安,"[0.0002831492495454114,0.7539966006007024,0.08327335331426597,0.0003109212671952628,0.16213597556829107]",1
國際,"[0.00032296112480624225,0.8302569131492739,0.00033929607846249453,0.16874477157414813,0.0003360580733092482]",1
生活,"[0.0025746882550877867,0.9891945859989774,0.0027099150527301425,0.002843578454881941,0.002677232238322756]",1
健康,"[0.0002931910045585928,0.00035798189685949346,0.00030890994184579765,0.6433482558228282,0.3556916613339079]",3
國際,"[0.0010116758646593251,0.9957633638711211,0.001063444221424716,0.0011086326030556686,0.0010528834397390838]",1
科技資安,"[0.0005765322321601664,0.9975853779095596,0.0006078072043072628,0.0006320035197734751,0.0005982791341993209]",1
國際,"[0.0007325025315212483,0.7885055804671274,0.0007695086392190752,0.20923166822620756,0.000760740135924672]",1
國際,"[0.0008244323090972068,0.9965472136902291,0.0008685216250606203,0.0009041389507179154,0.0008556934248950958]",1
科學研究,"[0.0003413736103374859,0.31326608359481695,0.07641342704414446,0.18630720538755438,0.4236719103631468]",4
科技資安,"[0.0005111973274682708,0.9978560909791468,0.0005397852714590358,0.0005609965863022281,0.0005319298356236528]",1
國際,"[0.018224011558997815,0.9524679477806794,0.028480817812172002,0.00042503151440544546,0.0004021913337452835]",1
生活,"[0.0006212850963270944,0.0007687909981320261,0.0006541875536881406,0.6628012345640925,0.33515450178776035]",3
健康,"[0.0003708313156152873,0.0004530751946404685,0.00039017780690632774,0.6232747463425017,0.3755111693403363]",3
國際,"[0.005421458637556239,0.9773190792049924,0.005702226854375054,0.005922767185391871,0.005634468117684514]",1
國際,"[0.00043500271210845926,0.5284797753582957,0.47015425205320094,0.00047699233828839207,0.0004539775381065434]",1
健康,"[0.00039806793231895,0.0004888497195777028,0.0004188409607767109,0.9982780342465619,0.00041620714076467637]",3
生活,"[0.0006658892248569356,0.0008136012650245037,0.0007008554113634309,0.6052808397161077,0.3925388143826475]",3
健康,"[0.0008259135953868985,0.0010229801264304422,0.0008845750454974121,0.9964033663999724,0.0008631648327127895]",3
政治與政策,"[0.0008715736679731054,0.9963458888602658,0.0009165996134373189,0.0009611878640334653,0.0009047499942903293]",1
生活,"[0.008581487275691007,0.010642602470187744,0.46937436894610807,0.009415439610001223,0.501986101698012]",4
健康,"[0.00016046843231359422,0.00019734821975036555,0.0001687373617995712,0.9993069830607407,0.0001664629253957449]",3
生活,"[0.0006037188510719066,0.8055067078660487,0.0006346515642303277,0.0006649904522362496,0.1925899312664129]",1
政治與政策,"[0.00041982064648848314,0.8647242546967083,0.13396181860954512,0.0004589452461392322,0.00043516080111887645]",1
國際,"[0.0005724023445331265,0.3581726978720791,0.41969705206858715,0.0006277255195581103,0.22093012219524255]",2
生活,"[0.0005780696870991362,0.26131192194321756,0.000609281473968765,0.0006357837853995562,0.736864943110315]",4
國際,"[0.00040388451521376263,0.9888796369105715,0.0004243685626603444,0.009871356621663411,0.0004207533898910896]",1
健康,"[0.00020068780514735803,0.00024476464605171225,0.0002109239198241927,0.9189861538536243,0.08035746977535231]",3
國際,"[0.0006807993333400034,0.9971430268156006,0.0007203659482832262,0.0007500445991023792,0.000705763303673885]",1
健康,"[0.00029197463870190047,0.00036033470354719134,0.00030728895654734515,0.7529788502669574,0.2460615514342462]",3
健康,"[0.00024692101284242823,0.0003032874116704984,0.0002590997735767467,0.9989333693020005,0.0002573224999097594]",3
健康,"[0.00020057038350739754,0.3284859543250599,0.00021117000103639566,0.6342301501262724,0.03687215516412387]",3
國際,"[0.001024514183038035,0.9957085984987787,0.00107679876066771,0.0011256891053202892,0.001064399452195167]",1
國際,"[0.00045966592979342525,0.9980749367996988,0.00048574223307880756,0.0005029176075055285,0.0004767374299232437]",1
國際,"[0.0006046956375815712,0.9390088884593826,0.05909269368622479,0.0006659343950780925,0.0006277878217330058]",1
國際,"[0.0004682808769696082,0.9980374070569349,0.0004925660289706391,0.0005161243690162836,0.00048562166810859746]",1
科技資安,"[0.08858809166286553,0.39325943837216126,0.5170862177175117,0.0005481068414428261,0.0005181454060186059]",2
